Académie Lib L;Diplôme regroupé Lib L;Département Lib L;Série du baccalauréat Lib L;Nombre total d'admis;Nombre de présents;Série du baccalauréat Lib C;Sexe;Session;Situation déclarée candidat;Secteur d'enseignement;Contrat de l'établissement;TAUX DE REUSSITE (col E / col F * 100)
BORDEAUX;BAC GENERAL;PYRENEES-ATLANTIQUES;BAC SCIENTIFIQUE;198;281;BAC S;1;1997;1;2;2;70,46263345
STRASBOURG;BAC GENERAL;HAUT-RHIN;BAC ECONOMIQUE ET SOCIAL;76;80;BAC ES;2;1997;1;2;2;95
BORDEAUX;BAC GENERAL;PYRENEES-ATLANTIQUES;BAC ECONOMIQUE ET SOCIAL;2;5;BAC ES;2;1997;5;1;X;40
BORDEAUX;BAC GENERAL;PYRENEES-ATLANTIQUES;BAC LITTERAIRE;9;18;BAC L;2;1997;5;1;X;50
TOULOUSE;BAC GENERAL;HAUTES-PYRENEES;BAC SCIENTIFIQUE;39;56;BAC S;1;1997;1;2;2;69,64285714
TOULOUSE;BAC GENERAL;HAUTES-PYRENEES;BAC SCIENTIFIQUE;1;3;BAC S;1;1997;2;-;-;33,33333333
TOULOUSE;BAC GENERAL;HAUTES-PYRENEES;BAC ECONOMIQUE ET SOCIAL;2;5;BAC ES;2;1997;5;1;X;40
TOULOUSE;BAC GENERAL;HAUTES-PYRENEES;BAC LITTERAIRE;0;2;BAC L;1;1997;2;-;-;0
STRASBOURG;BAC GENERAL;BAS-RHIN;BAC SCIENTIFIQUE;1;2;BAC S;2;1997;1;2;0;50
STRASBOURG;BAC GENERAL;BAS-RHIN;BAC LITTERAIRE;2;3;BAC L;2;1997;1;2;0;66,66666667
LYON;BAC GENERAL;RHONE;BAC SCIENTIFIQUE;739;864;BAC S;1;1997;1;2;2;85,53240741
CLERMONT-FERRAND;BAC GENERAL;PUY-DE-DOME;BAC ECONOMIQUE ET SOCIAL;5;7;BAC ES;2;1997;5;1;X;71,42857143
LYON;BAC GENERAL;RHONE;BAC ECONOMIQUE ET SOCIAL;14;28;BAC ES;2;1997;1;2;0;50
LYON;BAC GENERAL;RHONE;BAC LITTERAIRE;5;15;BAC L;1;1997;1;2;0;33,33333333
STRASBOURG;BAC GENERAL;BAS-RHIN;BAC LITTERAIRE;9;16;BAC L;2;1997;5;1;X;56,25
STRASBOURG;BAC GENERAL;BAS-RHIN;BAC LITTERAIRE;1;2;BAC L;1;1997;2;-;-;50
BESANCON;BAC GENERAL;HAUTE-SAONE;BAC LITTERAIRE;180;252;BAC L;2;1997;1;1;X;71,42857143
NANTES;BAC GENERAL;SARTHE;BAC SCIENTIFIQUE;91;112;BAC S;2;1997;1;2;2;81,25
NANTES;BAC GENERAL;SARTHE;BAC LITTERAIRE;25;37;BAC L;1;1997;1;2;2;67,56756757
NANTES;BAC GENERAL;SARTHE;BAC LITTERAIRE;92;110;BAC L;2;1997;1;2;2;83,63636364
PARIS;BAC GENERAL;PARIS;BAC SCIENTIFIQUE;1587;1904;BAC S;2;1997;1;1;X;83,35084034
PARIS;BAC GENERAL;PARIS;BAC SCIENTIFIQUE;2079;2613;BAC S;1;1997;1;1;X;79,56371986
DIJON;BAC GENERAL;SAONE-ET-LOIRE;BAC SCIENTIFIQUE;471;591;BAC S;2;1997;1;1;X;79,69543147
GRENOBLE;BAC GENERAL;SAVOIE;BAC LITTERAIRE;284;319;BAC L;2;1997;1;1;X;89,02821317
DIJON;BAC GENERAL;SAONE-ET-LOIRE;BAC LITTERAIRE;34;52;BAC L;2;1997;1;2;2;65,38461538
LYON;BAC GENERAL;RHONE;BAC LITTERAIRE;13;29;BAC L;1;1997;2;-;-;44,82758621
NANTES;BAC GENERAL;SARTHE;BAC LITTERAIRE;424;515;BAC L;2;1997;1;1;X;82,33009709
DIJON;BAC GENERAL;SAONE-ET-LOIRE;BAC LITTERAIRE;2;6;BAC L;2;1997;2;-;-;33,33333333
NANTES;BAC GENERAL;SARTHE;BAC LITTERAIRE;2;10;BAC L;2;1997;2;-;-;20
NANTES;BAC GENERAL;SARTHE;BAC LITTERAIRE;1;4;BAC L;1;1997;2;-;-;25
GRENOBLE;BAC GENERAL;SAVOIE;BAC ECONOMIQUE ET SOCIAL;2;2;BAC ES;2;1997;5;1;X;100
PARIS;BAC GENERAL;PARIS;BAC ECONOMIQUE ET SOCIAL;187;380;BAC ES;1;1997;1;2;0;49,21052632
GRENOBLE;BAC GENERAL;SAVOIE;BAC LITTERAIRE;1;3;BAC L;2;1997;1;2;0;33,33333333
GRENOBLE;BAC GENERAL;HAUTE SAVOIE;BAC ECONOMIQUE ET SOCIAL;4;6;BAC ES;1;1997;5;1;X;66,66666667
PARIS;BAC GENERAL;PARIS;BAC SCIENTIFIQUE;1;5;BAC S;2;1997;1;2;1;20
PARIS;BAC GENERAL;PARIS;BAC ECONOMIQUE ET SOCIAL;6;8;BAC ES;2;1997;1;2;1;75
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC ECONOMIQUE ET SOCIAL;780;1094;BAC ES;2;1997;1;1;X;71,29798903
PARIS;BAC GENERAL;PARIS;BAC ECONOMIQUE ET SOCIAL;34;72;BAC ES;2;1997;2;-;-;47,22222222
PARIS;BAC GENERAL;PARIS;BAC LITTERAIRE;47;118;BAC L;2;1997;5;1;X;39,83050847
ROUEN;BAC GENERAL;SEINE MARITIME;BAC ECONOMIQUE ET SOCIAL;7;24;BAC ES;1;1997;2;-;-;29,16666667
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC ECONOMIQUE ET SOCIAL;2;4;BAC ES;1;1997;1;2;0;50
PARIS;BAC GENERAL;PARIS;BAC SCIENTIFIQUE;7;31;BAC S;2;1997;5;1;X;22,58064516
ROUEN;BAC GENERAL;SEINE MARITIME;BAC SCIENTIFIQUE;3;4;BAC S;2;1997;2;-;-;75
VERSAILLES;BAC GENERAL;YVELINES;BAC LITTERAIRE;214;228;BAC L;2;1997;1;2;2;93,85964912
VERSAILLES;BAC GENERAL;YVELINES;BAC LITTERAIRE;10;16;BAC L;1;1997;1;2;0;62,5
VERSAILLES;BAC GENERAL;YVELINES;BAC SCIENTIFIQUE;12;27;BAC S;1;1997;2;-;-;44,44444444
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC ECONOMIQUE ET SOCIAL;246;287;BAC ES;2;1997;1;1;X;85,71428571
AMIENS;BAC GENERAL;SOMME;BAC SCIENTIFIQUE;403;618;BAC S;1;1997;1;1;X;65,21035599
AMIENS;BAC GENERAL;SOMME;BAC SCIENTIFIQUE;215;269;BAC S;1;1997;1;2;2;79,92565056
AMIENS;BAC GENERAL;SOMME;BAC SCIENTIFIQUE;170;183;BAC S;2;1997;1;2;2;92,89617486
AMIENS;BAC GENERAL;SOMME;BAC ECONOMIQUE ET SOCIAL;90;118;BAC ES;1;1997;1;2;2;76,27118644
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC LITTERAIRE;3;5;BAC L;2;1997;5;1;X;60
AMIENS;BAC GENERAL;SOMME;BAC ECONOMIQUE ET SOCIAL;191;311;BAC ES;1;1997;1;1;X;61,414791
NICE;BAC GENERAL;VAR;BAC LITTERAIRE;151;202;BAC L;1;1997;1;1;X;74,75247525
AMIENS;BAC GENERAL;SOMME;BAC SCIENTIFIQUE;1;6;BAC S;1;1997;5;1;X;16,66666667
TOULOUSE;BAC GENERAL;TARN;BAC SCIENTIFIQUE;1;3;BAC S;2;1997;5;1;X;33,33333333
TOULOUSE;BAC GENERAL;TARN;BAC LITTERAIRE;0;2;BAC L;1;1997;2;-;-;0
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC LITTERAIRE;42;47;BAC L;2;1997;1;2;2;89,36170213
AMIENS;BAC GENERAL;SOMME;BAC LITTERAIRE;6;14;BAC L;2;1997;5;1;X;42,85714286
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC LITTERAIRE;18;40;BAC L;2;1997;2;-;-;45
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC LITTERAIRE;1;1;BAC L;1;1997;2;-;-;100
NANCY-METZ;BAC GENERAL;VOSGES;BAC SCIENTIFIQUE;277;347;BAC S;2;1997;1;1;X;79,82708934
VERSAILLES;BAC GENERAL;ESSONNE;BAC ECONOMIQUE ET SOCIAL;559;770;BAC ES;1;1997;1;1;X;72,5974026
NANTES;BAC GENERAL;VENDEE;BAC LITTERAIRE;268;302;BAC L;2;1997;1;2;2;88,74172185
DIJON;BAC GENERAL;YONNE;BAC ECONOMIQUE ET SOCIAL;135;182;BAC ES;2;1997;1;1;X;74,17582418
NANCY-METZ;BAC GENERAL;VOSGES;BAC LITTERAIRE;0;3;BAC L;1;1997;2;-;-;0
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC ECONOMIQUE ET SOCIAL;0;2;BAC ES;1;1997;5;1;X;0
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC ECONOMIQUE ET SOCIAL;2;2;BAC ES;2;1997;5;1;X;100
AIX-MARSEILLE;BAC GENERAL;VAUCLUSE;BAC SCIENTIFIQUE;112;135;BAC S;1;1997;1;2;2;82,96296296
POITIERS;BAC GENERAL;VIENNE;BAC LITTERAIRE;85;112;BAC L;1;1997;1;1;X;75,89285714
BESANCON;BAC GENERAL;TERRITOIRE DE BELFORT;BAC SCIENTIFIQUE;156;221;BAC S;1;1997;1;1;X;70,58823529
POITIERS;BAC GENERAL;VIENNE;BAC ECONOMIQUE ET SOCIAL;3;3;BAC ES;1;1997;5;1;X;100
NANTES;BAC GENERAL;VENDEE;BAC ECONOMIQUE ET SOCIAL;1;3;BAC ES;2;1997;5;1;X;33,33333333
NANTES;BAC GENERAL;VENDEE;BAC LITTERAIRE;1;2;BAC L;1;1997;5;1;X;50
DIJON;BAC GENERAL;YONNE;BAC ECONOMIQUE ET SOCIAL;16;18;BAC ES;1;1997;1;2;2;88,88888889
LIMOGES;BAC GENERAL;HAUTE-VIENNE;BAC LITTERAIRE;0;2;BAC L;1;1997;5;1;X;0
DIJON;BAC GENERAL;YONNE;BAC ECONOMIQUE ET SOCIAL;4;9;BAC ES;1;1997;2;-;-;44,44444444
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC SCIENTIFIQUE;813;925;BAC S;2;1997;1;1;X;87,89189189
NANTES;BAC GENERAL;VENDEE;BAC SCIENTIFIQUE;12;14;BAC S;1;1997;1;2;0;85,71428571
DIJON;BAC GENERAL;YONNE;BAC ECONOMIQUE ET SOCIAL;1;1;BAC ES;2;1997;2;-;-;100
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC ECONOMIQUE ET SOCIAL;310;362;BAC ES;1;1997;1;2;2;85,63535912
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC SCIENTIFIQUE;725;1012;BAC S;2;1997;1;1;X;71,64031621
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC ECONOMIQUE ET SOCIAL;658;985;BAC ES;2;1997;1;1;X;66,80203046
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC SCIENTIFIQUE;913;1278;BAC S;1;1997;1;1;X;71,43974961
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC SCIENTIFIQUE;728;919;BAC S;2;1997;1;1;X;79,21653972
VERSAILLES;BAC GENERAL;ESSONNE;BAC SCIENTIFIQUE;171;198;BAC S;1;1997;1;2;2;86,36363636
VERSAILLES;BAC GENERAL;ESSONNE;BAC ECONOMIQUE ET SOCIAL;81;89;BAC ES;1;1997;1;2;2;91,01123596
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC ECONOMIQUE ET SOCIAL;4;11;BAC ES;1;1997;1;2;0;36,36363636
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC LITTERAIRE;122;147;BAC L;2;1997;1;2;2;82,99319728
VERSAILLES;BAC GENERAL;ESSONNE;BAC LITTERAIRE;109;123;BAC L;2;1997;1;2;2;88,61788618
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC ECONOMIQUE ET SOCIAL;6;22;BAC ES;1;1997;5;1;X;27,27272727
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC LITTERAIRE;3;7;BAC L;1;1997;1;2;0;42,85714286
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC SCIENTIFIQUE;122;135;BAC S;2;1997;1;2;2;90,37037037
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC SCIENTIFIQUE;12;44;BAC S;1;1997;2;-;-;27,27272727
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC SCIENTIFIQUE;5;12;BAC S;2;1997;2;-;-;41,66666667
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC LITTERAIRE;28;76;BAC L;2;1997;5;1;X;36,84210526
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC ECONOMIQUE ET SOCIAL;17;36;BAC ES;2;1997;2;-;-;47,22222222
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC SCIENTIFIQUE;0;8;BAC S;2;1997;1;2;0;0
CORSE;BAC GENERAL;HAUTE-CORSE;BAC ECONOMIQUE ET SOCIAL;39;60;BAC ES;2;1997;1;1;X;65
LA REUNION;BAC GENERAL;LA REUNION;BAC SCIENTIFIQUE;595;906;BAC S;1;1997;1;1;X;65,67328918
LA REUNION;BAC GENERAL;LA REUNION;BAC LITTERAIRE;635;975;BAC L;2;1997;1;1;X;65,12820513
GUYANE;BAC GENERAL;GUYANE;BAC LITTERAIRE;75;134;BAC L;2;1998;1;1;X;55,97014925
GUADELOUPE;BAC GENERAL;GUADELOUPE;BAC SCIENTIFIQUE;1;1;BAC S;1;1997;5;1;X;100
ANTILLES-GUYANE;BAC GENERAL;MARTINIQUE;BAC LITTERAIRE;307;416;BAC L;2;1997;1;1;X;73,79807692
MARTINIQUE;BAC GENERAL;MARTINIQUE;BAC ECONOMIQUE ET SOCIAL;130;165;BAC ES;1;1998;1;1;X;78,78787879
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC SCIENTIFIQUE;5;17;BAC S;2;1997;5;1;X;29,41176471
ANTILLES-GUYANE;BAC GENERAL;MARTINIQUE;BAC SCIENTIFIQUE;25;47;BAC S;2;1997;1;2;2;53,19148936
ANTILLES-GUYANE;BAC GENERAL;MARTINIQUE;BAC ECONOMIQUE ET SOCIAL;27;45;BAC ES;2;1997;1;2;2;60
CORSE;BAC GENERAL;CORSE-DU-SUD;BAC LITTERAIRE;143;201;BAC L;2;1997;1;1;X;71,14427861
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC LITTERAIRE;2;3;BAC L;2;1997;1;2;0;66,66666667
GUADELOUPE;BAC GENERAL;GUADELOUPE;BAC LITTERAIRE;10;18;BAC L;1;1997;2;-;-;55,55555556
MARTINIQUE;BAC GENERAL;MARTINIQUE;BAC ECONOMIQUE ET SOCIAL;6;16;BAC ES;2;1997;2;-;-;37,5
CORSE;BAC GENERAL;CORSE-DU-SUD;BAC SCIENTIFIQUE;19;21;BAC S;2;1997;1;2;2;90,47619048
CORSE;BAC GENERAL;HAUTE-CORSE;BAC ECONOMIQUE ET SOCIAL;0;1;BAC ES;1;1997;2;-;-;0
CORSE;BAC GENERAL;HAUTE-CORSE;BAC ECONOMIQUE ET SOCIAL;2;2;BAC ES;2;1997;5;1;X;100
ANTILLES-GUYANE;BAC GENERAL;GUADELOUPE;BAC LITTERAIRE;7;11;BAC L;1;1997;1;2;2;63,63636364
LA REUNION;BAC GENERAL;LA REUNION;BAC LITTERAIRE;2;9;BAC L;1;1997;2;-;-;22,22222222
LA REUNION;BAC GENERAL;LA REUNION;BAC ECONOMIQUE ET SOCIAL;36;36;BAC ES;1;1997;1;2;2;100
LA REUNION;BAC GENERAL;LA REUNION;BAC ECONOMIQUE ET SOCIAL;65;68;BAC ES;2;1997;1;2;2;95,58823529
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC LITTERAIRE;6;16;BAC L;2;1997;2;-;-;37,5
GUYANE;BAC GENERAL;GUYANE;BAC SCIENTIFIQUE;2;7;BAC S;1;1998;2;-;-;28,57142857
GUYANE;BAC GENERAL;GUYANE;BAC ECONOMIQUE ET SOCIAL;1;5;BAC ES;2;1998;2;-;-;20
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC SCIENTIFIQUE;217;243;BAC S;1;1998;1;2;2;89,30041152
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC LITTERAIRE;738;859;BAC L;2;1998;1;1;X;85,91385332
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC SCIENTIFIQUE;736;942;BAC S;2;1998;1;1;X;78,13163482
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC SCIENTIFIQUE;123;141;BAC S;2;1998;1;2;2;87,23404255
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC SCIENTIFIQUE;984;1327;BAC S;1;1998;1;1;X;74,15222306
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC ECONOMIQUE ET SOCIAL;1;2;BAC ES;1;1998;1;2;0;50
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC LITTERAIRE;853;1118;BAC L;2;1998;1;1;X;76,29695886
CORSE;BAC GENERAL;HAUTE-CORSE;BAC ECONOMIQUE ET SOCIAL;45;60;BAC ES;2;1998;1;1;X;75
GUADELOUPE;BAC GENERAL;GUADELOUPE;BAC ECONOMIQUE ET SOCIAL;1;1;BAC ES;1;1998;5;1;X;100
MARTINIQUE;BAC GENERAL;MARTINIQUE;BAC LITTERAIRE;11;24;BAC L;1;1998;1;2;2;45,83333333
CRETEIL;BAC GENERAL;VAL-DE-MARNE;BAC SCIENTIFIQUE;4;13;BAC S;2;1998;5;1;X;30,76923077
CORSE;BAC GENERAL;HAUTE-CORSE;BAC LITTERAIRE;2;3;BAC L;2;1998;5;1;X;66,66666667
CORSE;BAC GENERAL;HAUTE-CORSE;BAC SCIENTIFIQUE;24;34;BAC S;1;1998;1;2;2;70,58823529
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC LITTERAIRE;16;31;BAC L;2;1998;5;1;X;51,61290323
VERSAILLES;BAC GENERAL;VAL-D'OISE;BAC LITTERAIRE;8;15;BAC L;2;1998;2;-;-;53,33333333
VERSAILLES;BAC GENERAL;ESSONNE;BAC LITTERAIRE;162;207;BAC L;1;1998;1;1;X;78,26086957
BESANCON;BAC GENERAL;TERRITOIRE DE BELFORT;BAC SCIENTIFIQUE;153;185;BAC S;2;1998;1;1;X;82,7027027
VERSAILLES;BAC GENERAL;ESSONNE;BAC LITTERAIRE;97;104;BAC L;2;1998;1;2;2;93,26923077
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC ECONOMIQUE ET SOCIAL;2;6;BAC ES;2;1998;1;2;0;33,33333333
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC ECONOMIQUE ET SOCIAL;474;576;BAC ES;1;1998;1;1;X;82,29166667
VERSAILLES;BAC GENERAL;HAUTS-DE-SEINE;BAC SCIENTIFIQUE;7;17;BAC S;1;1998;1;2;0;41,17647059
BESANCON;BAC GENERAL;TERRITOIRE DE BELFORT;BAC ECONOMIQUE ET SOCIAL;40;56;BAC ES;1;1998;1;1;X;71,42857143
DIJON;BAC GENERAL;YONNE;BAC SCIENTIFIQUE;288;378;BAC S;1;1998;1;1;X;76,19047619
CRETEIL;BAC GENERAL;SEINE-SAINT-DENIS;BAC ECONOMIQUE ET SOCIAL;0;6;BAC ES;1;1998;1;2;0;0
DIJON;BAC GENERAL;YONNE;BAC SCIENTIFIQUE;0;3;BAC S;2;1998;2;-;-;0
NANCY-METZ;BAC GENERAL;VOSGES;BAC SCIENTIFIQUE;385;460;BAC S;1;1998;1;1;X;83,69565217
POITIERS;BAC GENERAL;VIENNE;BAC ECONOMIQUE ET SOCIAL;150;190;BAC ES;1;1998;1;1;X;78,94736842
NANTES;BAC GENERAL;VENDEE;BAC ECONOMIQUE ET SOCIAL;270;292;BAC ES;2;1998;1;2;2;92,46575342
NICE;BAC GENERAL;VAR;BAC LITTERAIRE;3;5;BAC L;1;1998;1;2;0;60
LIMOGES;BAC GENERAL;HAUTE-VIENNE;BAC LITTERAIRE;62;91;BAC L;1;1998;1;1;X;68,13186813
POITIERS;BAC GENERAL;VIENNE;BAC SCIENTIFIQUE;4;10;BAC S;1;1998;5;1;X;40
NICE;BAC GENERAL;VAR;BAC LITTERAIRE;5;11;BAC L;1;1998;2;-;-;45,45454545
POITIERS;BAC GENERAL;VIENNE;BAC ECONOMIQUE ET SOCIAL;32;48;BAC ES;2;1998;1;2;2;66,66666667
NICE;BAC GENERAL;VAR;BAC ECONOMIQUE ET SOCIAL;5;14;BAC ES;2;1998;2;-;-;35,71428571
NANTES;BAC GENERAL;VENDEE;BAC SCIENTIFIQUE;1;4;BAC S;1;1998;2;-;-;25
NANTES;BAC GENERAL;VENDEE;BAC SCIENTIFIQUE;1;3;BAC S;2;1998;5;1;X;33,33333333
POITIERS;BAC GENERAL;VIENNE;BAC ECONOMIQUE ET SOCIAL;1;1;BAC ES;1;1998;2;-;-;100
AIX-MARSEILLE;BAC GENERAL;VAUCLUSE;BAC ECONOMIQUE ET SOCIAL;2;8;BAC ES;1;1998;5;1;X;25
AMIENS;BAC GENERAL;SOMME;BAC ECONOMIQUE ET SOCIAL;310;461;BAC ES;2;1998;1;1;X;67,24511931
NICE;BAC GENERAL;VAR;BAC ECONOMIQUE ET SOCIAL;3;7;BAC ES;1;1998;5;1;X;42,85714286
NANCY-METZ;BAC GENERAL;VOSGES;BAC LITTERAIRE;3;3;BAC L;1;1998;1;2;0;100
TOULOUSE;BAC GENERAL;TARN;BAC LITTERAIRE;22;25;BAC L;1;1998;1;2;2;88
TOULOUSE;BAC GENERAL;TARN-ET-GARONNE;BAC LITTERAIRE;40;42;BAC L;2;1998;1;2;2;95,23809524
NANCY-METZ;BAC GENERAL;VOSGES;BAC LITTERAIRE;2;8;BAC L;1;1998;2;-;-;25
POITIERS;BAC GENERAL;VIENNE;BAC LITTERAIRE;10;11;BAC L;1;1998;1;2;2;90,90909091
BESANCON;BAC GENERAL;TERRITOIRE DE BELFORT;BAC SCIENTIFIQUE;1;2;BAC S;2;1998;5;1;X;50
NANCY-METZ;BAC GENERAL;VOSGES;BAC SCIENTIFIQUE;3;11;BAC S;1;1998;2;-;-;27,27272727
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC SCIENTIFIQUE;1190;1711;BAC S;1;1998;1;1;X;69,54997078
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC ECONOMIQUE ET SOCIAL;15;23;BAC ES;2;1998;2;-;-;65,2173913
VERSAILLES;BAC GENERAL;YVELINES;BAC SCIENTIFIQUE;13;30;BAC S;1;1998;5;1;X;43,33333333
VERSAILLES;BAC GENERAL;YVELINES;BAC ECONOMIQUE ET SOCIAL;330;347;BAC ES;2;1998;1;2;2;95,10086455
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC SCIENTIFIQUE;1;2;BAC S;2;1998;1;2;0;50
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC ECONOMIQUE ET SOCIAL;1;2;BAC ES;1;1998;1;2;0;50
VERSAILLES;BAC GENERAL;YVELINES;BAC LITTERAIRE;180;193;BAC L;2;1998;1;2;2;93,2642487
VERSAILLES;BAC GENERAL;YVELINES;BAC LITTERAIRE;47;52;BAC L;1;1998;1;2;2;90,38461538
POITIERS;BAC GENERAL;DEUX-SEVRES;BAC LITTERAIRE;63;68;BAC L;2;1998;1;2;2;92,64705882
AMIENS;BAC GENERAL;SOMME;BAC LITTERAIRE;0;4;BAC L;1;1998;2;-;-;0
CRETEIL;BAC GENERAL;SEINE-ET-MARNE;BAC SCIENTIFIQUE;4;26;BAC S;1;1998;5;1;X;15,38461538
ROUEN;BAC GENERAL;SEINE MARITIME;BAC SCIENTIFIQUE;3;10;BAC S;2;1998;2;-;-;30
AMIENS;BAC GENERAL;SOMME;BAC SCIENTIFIQUE;2;2;BAC S;2;1998;2;-;-;100
PARIS;BAC GENERAL;PARIS;BAC ECONOMIQUE ET SOCIAL;675;805;BAC ES;1;1998;1;2;2;83,85093168
PARIS;BAC GENERAL;PARIS;BAC SCIENTIFIQUE;26;80;BAC S;1;1998;2;-;-;32,5
PARIS;BAC GENERAL;PARIS;BAC ECONOMIQUE ET SOCIAL;714;965;BAC ES;1;1998;1;1;X;73,98963731
PARIS;BAC GENERAL;PARIS;BAC LITTERAIRE;481;577;BAC L;1;1998;1;1;X;83,36221837
GRENOBLE;BAC GENERAL;HAUTE SAVOIE;BAC SCIENTIFIQUE;21;33;BAC S;1;1998;2;-;-;63,63636364
GRENOBLE;BAC GENERAL;HAUTE SAVOIE;BAC SCIENTIFIQUE;12;20;BAC S;2;1998;2;-;-;60
GRENOBLE;BAC GENERAL;HAUTE SAVOIE;BAC LITTERAIRE;43;49;BAC L;1;1998;1;2;2;87,75510204
GRENOBLE;BAC GENERAL;HAUTE SAVOIE;BAC LITTERAIRE;146;160;BAC L;2;1998;1;2;2;91,25
PARIS;BAC GENERAL;PARIS;BAC LITTERAIRE;77;151;BAC L;2;1998;1;2;0;50,99337748
GRENOBLE;BAC GENERAL;HAUTE SAVOIE;BAC LITTERAIRE;94;101;BAC L;1;1998;1;1;X;93,06930693
GRENOBLE;BAC GENERAL;HAUTE SAVOIE;BAC SCIENTIFIQUE;9;14;BAC S;1;1998;1;2;9;64,28571429
DIJON;BAC GENERAL;SAONE-ET-LOIRE;BAC LITTERAIRE;47;58;BAC L;2;1998;1;2;2;81,03448276
BESANCON;BAC GENERAL;HAUTE-SAONE;BAC ECONOMIQUE ET SOCIAL;5;5;BAC ES;2;1998;1;2;2;100
BESANCON;BAC GENERAL;HAUTE-SAONE;BAC SCIENTIFIQUE;265;377;BAC S;1;1998;1;1;X;70,29177719
GRENOBLE;BAC GENERAL;SAVOIE;BAC LITTERAIRE;260;307;BAC L;2;1998;1;1;X;84,69055375
DIJON;BAC GENERAL;SAONE-ET-LOIRE;BAC LITTERAIRE;2;6;BAC L;1;1998;2;-;-;33,33333333
NANTES;BAC GENERAL;SARTHE;BAC SCIENTIFIQUE;3;4;BAC S;2;1998;5;1;X;75
NANTES;BAC GENERAL;SARTHE;BAC SCIENTIFIQUE;0;5;BAC S;1;1998;5;1;X;0
STRASBOURG;BAC GENERAL;BAS-RHIN;BAC LITTERAIRE;12;20;BAC L;2;1998;2;-;-;60
STRASBOURG;BAC GENERAL;BAS-RHIN;BAC LITTERAIRE;643;725;BAC L;2;1998;1;1;X;88,68965517
MONTPELLIER;BAC GENERAL;PYRENEES-ORIENTALES;BAC ECONOMIQUE ET SOCIAL;40;44;BAC ES;2;1998;1;2;2;90,90909091
LILLE;BAC GENERAL;PAS-DE-CALAIS;BAC SCIENTIFIQUE;1157;1576;BAC S;2;1998;1;1;X;73,41370558
STRASBOURG;BAC GENERAL;HAUT-RHIN;BAC SCIENTIFIQUE;497;616;BAC S;2;1998;1;1;X;80,68181818
STRASBOURG;BAC GENERAL;BAS-RHIN;BAC SCIENTIFIQUE;7;20;BAC S;1;1998;5;1;X;35
MONTPELLIER;BAC GENERAL;PYRENEES-ORIENTALES;BAC LITTERAIRE;306;385;BAC L;2;1998;1;1;X;79,48051948
LILLE;BAC GENERAL;PAS-DE-CALAIS;BAC ECONOMIQUE ET SOCIAL;266;285;BAC ES;2;1998;1;2;2;93,33333333
MONTPELLIER;BAC GENERAL;PYRENEES-ORIENTALES;BAC SCIENTIFIQUE;2;5;BAC S;1;1998;2;-;-;40
BORDEAUX;BAC GENERAL;PYRENEES-ATLANTIQUES;BAC SCIENTIFIQUE;5;11;BAC S;2;1998;5;1;X;45,45454545
